E [keV],epsilon (3 mm),epsilon (30 mm),epsilon (80 mm),epsilon (120 mm),epsilon (250 mm)
1827,1.31587E+01,3.78102E+00,1.24320E+00,6.71755E-01,1.91070E-01
1828,1.31530E+01,3.77919E+00,1.24252E+00,6.71417E-01,1.90968E-01
1829,1.31472E+01,3.77737E+00,1.24185E+00,6.71080E-01,1.90867E-01
1830,1.31415E+01,3.77555E+00,1.24117E+00,6.70743E-01,1.90765E-01
1831,1.31358E+01,3.77373E+00,1.24050E+00,6.70407E-01,1.90664E-01
1832,1.31300E+01,3.77191E+00,1.23983E+00,6.70071E-01,1.90563E-01
1833,1.31243E+01,3.77009E+00,1.23916E+00,6.69736E-01,1.90462E-01
1834,1.31186E+01,3.76828E+00,1.23849E+00,6.69401E-01,1.90361E-01
1835,1.31129E+01,3.76647E+00,1.23782E+00,6.69066E-01,1.90260E-01
1836,1.31072E+01,3.76466E+00,1.23715E+00,6.68732E-01,1.90159E-01
1837,1.31016E+01,3.76285E+00,1.23648E+00,6.68398E-01,1.90058E-01
1838,1.30959E+01,3.76104E+00,1.23581E+00,6.68064E-01,1.89957E-01
1839,1.30902E+01,3.75924E+00,1.23514E+00,6.67731E-01,1.89857E-01
1840,1.30846E+01,3.75744E+00,1.23448E+00,6.67398E-01,1.89756E-01
1841,1.30789E+01,3.75564E+00,1.23381E+00,6.67066E-01,1.89656E-01
1842,1.30733E+01,3.75384E+00,1.23314E+00,6.66734E-01,1.89556E-01
1843,1.30677E+01,3.75204E+00,1.23248E+00,6.66402E-01,1.89455E-01
1844,1.30621E+01,3.75025E+00,1.23181E+00,6.66071E-01,1.89355E-01
1845,1.30565E+01,3.74845E+00,1.23115E+00,6.65740E-01,1.89255E-01
1846,1.30509E+01,3.74666E+00,1.23049E+00,6.65409E-01,1.89155E-01
1847,1.30453E+01,3.74487E+00,1.22983E+00,6.65079E-01,1.89055E-01
1848,1.30397E+01,3.74309E+00,1.22917E+00,6.64749E-01,1.88956E-01
1849,1.30341E+01,3.74130E+00,1.22850E+00,6.64420E-01,1.88856E-01
1850,1.30285E+01,3.73952E+00,1.22784E+00,6.64091E-01,1.88756E-01
1851,1.30230E+01,3.73773E+00,1.22718E+00,6.63762E-01,1.88657E-01
1852,1.30174E+01,3.73596E+00,1.22653E+00,6.63434E-01,1.88557E-01
1853,1.30119E+01,3.73418E+00,1.22587E+00,6.63106E-01,1.88458E-01
1854,1.30063E+01,3.73240E+00,1.22521E+00,6.62779E-01,1.88359E-01
1855,1.30008E+01,3.73063E+00,1.22455E+00,6.62451E-01,1.88259E-01
1856,1.29953E+01,3.72885E+00,1.22390E+00,6.62125E-01,1.88160E-01
1857,1.29898E+01,3.72708E+00,1.22324E+00,6.61798E-01,1.88061E-01
1858,1.29843E+01,3.72531E+00,1.22259E+00,6.61472E-01,1.87962E-01
1859,1.29788E+01,3.72355E+00,1.22193E+00,6.61146E-01,1.87863E-01
1860,1.29733E+01,3.72178E+00,1.22128E+00,6.60821E-01,1.87765E-01
1861,1.29678E+01,3.72002E+00,1.22063E+00,6.60496E-01,1.87666E-01
1862,1.29624E+01,3.71826E+00,1.21997E+00,6.60172E-01,1.87567E-01
1863,1.29569E+01,3.71650E+00,1.21932E+00,6.59847E-01,1.87469E-01
1864,1.29514E+01,3.71474E+00,1.21867E+00,6.59524E-01,1.87370E-01
1865,1.29460E+01,3.71298E+00,1.21802E+00,6.59200E-01,1.87272E-01
1866,1.29406E+01,3.71123E+00,1.21737E+00,6.58877E-01,1.87174E-01
1867,1.29351E+01,3.70948E+00,1.21672E+00,6.58554E-01,1.87076E-01
1868,1.29297E+01,3.70772E+00,1.21607E+00,6.58232E-01,1.86977E-01
1869,1.29243E+01,3.70598E+00,1.21543E+00,6.57910E-01,1.86879E-01
1870,1.29189E+01,3.70423E+00,1.21478E+00,6.57588E-01,1.86781E-01
1871,1.29135E+01,3.70248E+00,1.21413E+00,6.57267E-01,1.86684E-01
1872,1.29081E+01,3.70074E+00,1.21349E+00,6.56946E-01,1.86586E-01
1873,1.29027E+01,3.69900E+00,1.21284E+00,6.56625E-01,1.86488E-01
1874,1.28974E+01,3.69726E+00,1.21220E+00,6.56305E-01,1.86391E-01
1875,1.28920E+01,3.69552E+00,1.21155E+00,6.55985E-01,1.86293E-01
1876,1.28866E+01,3.69378E+00,1.21091E+00,6.55666E-01,1.86196E-01
1877,1.28813E+01,3.69205E+00,1.21027E+00,6.55347E-01,1.86098E-01
1878,1.28760E+01,3.69031E+00,1.20962E+00,6.55028E-01,1.86001E-01
1879,1.28706E+01,3.68858E+00,1.20898E+00,6.54710E-01,1.85904E-01
1880,1.28653E+01,3.68685E+00,1.20834E+00,6.54392E-01,1.85807E-01
1881,1.28600E+01,3.68513E+00,1.20770E+00,6.54074E-01,1.85710E-01
1882,1.28547E+01,3.68340E+00,1.20706E+00,6.53757E-01,1.85613E-01
1883,1.28494E+01,3.68168E+00,1.20642E+00,6.53440E-01,1.85516E-01
1884,1.28441E+01,3.67995E+00,1.20579E+00,6.53123E-01,1.85419E-01
1885,1.28388E+01,3.67823E+00,1.20515E+00,6.52807E-01,1.85322E-01
1886,1.28335E+01,3.67651E+00,1.20451E+00,6.52491E-01,1.85226E-01
1887,1.28283E+01,3.67480E+00,1.20388E+00,6.52176E-01,1.85129E-01
1888,1.28230E+01,3.67308E+00,1.20324E+00,6.51860E-01,1.85033E-01
1889,1.28178E+01,3.67137E+00,1.20260E+00,6.51546E-01,1.84936E-01
1890,1.28125E+01,3.66965E+00,1.20197E+00,6.51231E-01,1.84840E-01
1891,1.28073E+01,3.66794E+00,1.20134E+00,6.50917E-01,1.84744E-01
1892,1.28021E+01,3.66624E+00,1.20070E+00,6.50603E-01,1.84648E-01
1893,1.27968E+01,3.66453E+00,1.20007E+00,6.50290E-01,1.84552E-01
1894,1.27916E+01,3.66282E+00,1.19944E+00,6.49977E-01,1.84456E-01
1895,1.27864E+01,3.66112E+00,1.19881E+00,6.49664E-01,1.84360E-01
1896,1.27812E+01,3.65942E+00,1.19818E+00,6.49352E-01,1.84264E-01
1897,1.27760E+01,3.65772E+00,1.19755E+00,6.49040E-01,1.84168E-01
1898,1.27709E+01,3.65602E+00,1.19692E+00,6.48728E-01,1.84073E-01
1899,1.27657E+01,3.65432E+00,1.19629E+00,6.48417E-01,1.83977E-01
1900,1.27605E+01,3.65263E+00,1.19566E+00,6.48106E-01,1.83882E-01
1901,1.27554E+01,3.65094E+00,1.19503E+00,6.47795E-01,1.83786E-01
1902,1.27502E+01,3.64924E+00,1.19440E+00,6.47485E-01,1.83691E-01
1903,1.27451E+01,3.64755E+00,1.19378E+00,6.47175E-01,1.83596E-01
1904,1.27399E+01,3.64587E+00,1.19315E+00,6.46865E-01,1.83501E-01
1905,1.27348E+01,3.64418E+00,1.19253E+00,6.46556E-01,1.83406E-01
1906,1.27297E+01,3.64249E+00,1.19190E+00,6.46247E-01,1.83311E-01
1907,1.27246E+01,3.64081E+00,1.19128E+00,6.45939E-01,1.83216E-01
1908,1.27195E+01,3.63913E+00,1.19065E+00,6.45631E-01,1.83121E-01
1909,1.27144E+01,3.63745E+00,1.19003E+00,6.45323E-01,1.83026E-01
1910,1.27093E+01,3.63577E+00,1.18941E+00,6.45015E-01,1.82931E-01
1911,1.27042E+01,3.63410E+00,1.18879E+00,6.44708E-01,1.82837E-01
1912,1.26991E+01,3.63242E+00,1.18817E+00,6.44401E-01,1.82742E-01
1913,1.26941E+01,3.63075E+00,1.18755E+00,6.44095E-01,1.82648E-01
1914,1.26890E+01,3.62908E+00,1.18693E+00,6.43789E-01,1.82553E-01
1915,1.26840E+01,3.62741E+00,1.18631E+00,6.43483E-01,1.82459E-01
1916,1.26789E+01,3.62574E+00,1.18569E+00,6.43178E-01,1.82365E-01
1917,1.26739E+01,3.62407E+00,1.18507E+00,6.42873E-01,1.82271E-01
1918,1.26689E+01,3.62241E+00,1.18445E+00,6.42568E-01,1.82177E-01
1919,1.26639E+01,3.62074E+00,1.18384E+00,6.42264E-01,1.82083E-01
1920,1.26588E+01,3.61908E+00,1.18322E+00,6.41959E-01,1.81989E-01
1921,1.26538E+01,3.61742E+00,1.18261E+00,6.41656E-01,1.81895E-01
1922,1.26489E+01,3.61576E+00,1.18199E+00,6.41352E-01,1.81801E-01
1923,1.26439E+01,3.61411E+00,1.18138E+00,6.41049E-01,1.81708E-01
1924,1.26389E+01,3.61245E+00,1.18076E+00,6.40747E-01,1.81614E-01
1925,1.26339E+01,3.61080E+00,1.18015E+00,6.40444E-01,1.81521E-01
1926,1.26289E+01,3.60915E+00,1.17954E+00,6.40142E-01,1.81427E-01
1927,1.26240E+01,3.60750E+00,1.17892E+00,6.39841E-01,1.81334E-01
1928,1.26190E+01,3.60585E+00,1.17831E+00,6.39539E-01,1.81241E-01
1929,1.26141E+01,3.60420E+00,1.17770E+00,6.39238E-01,1.81147E-01
1930,1.26092E+01,3.60256E+00,1.17709E+00,6.38937E-01,1.81054E-01
1931,1.26042E+01,3.60091E+00,1.17648E+00,6.38637E-01,1.80961E-01
1932,1.25993E+01,3.59927E+00,1.17587E+00,6.38337E-01,1.80868E-01
1933,1.25944E+01,3.59763E+00,1.17527E+00,6.38037E-01,1.80775E-01
1934,1.25895E+01,3.59599E+00,1.17466E+00,6.37738E-01,1.80682E-01
1935,1.25846E+01,3.59435E+00,1.17405E+00,6.37439E-01,1.80590E-01
1936,1.25797E+01,3.59272E+00,1.17344E+00,6.37140E-01,1.80497E-01
1937,1.25748E+01,3.59108E+00,1.17284E+00,6.36842E-01,1.80404E-01
1938,1.25700E+01,3.58945E+00,1.17223E+00,6.36544E-01,1.80312E-01
1939,1.25651E+01,3.58782E+00,1.17163E+00,6.36246E-01,1.80220E-01
1940,1.25602E+01,3.58619E+00,1.17102E+00,6.35949E-01,1.80127E-01
1941,1.25554E+01,3.58456E+00,1.17042E+00,6.35652E-01,1.80035E-01
1942,1.25505E+01,3.58294E+00,1.16982E+00,6.35355E-01,1.79943E-01
1943,1.25457E+01,3.58131E+00,1.16921E+00,6.35059E-01,1.79851E-01
1944,1.25409E+01,3.57969E+00,1.16861E+00,6.34763E-01,1.79759E-01
1945,1.25360E+01,3.57807E+00,1.16801E+00,6.34467E-01,1.79667E-01
1946,1.25312E+01,3.57645E+00,1.16741E+00,6.34172E-01,1.79575E-01
1947,1.25264E+01,3.57483E+00,1.16681E+00,6.33877E-01,1.79483E-01
1948,1.25216E+01,3.57321E+00,1.16621E+00,6.33582E-01,1.79391E-01
1949,1.25168E+01,3.57160E+00,1.16561E+00,6.33288E-01,1.79299E-01
1950,1.25120E+01,3.56999E+00,1.16501E+00,6.32994E-01,1.79208E-01
1951,1.25073E+01,3.56837E+00,1.16441E+00,6.32700E-01,1.79116E-01
1952,1.25025E+01,3.56676E+00,1.16382E+00,6.32406E-01,1.79025E-01
1953,1.24977E+01,3.56515E+00,1.16322E+00,6.32113E-01,1.78933E-01
1954,1.24930E+01,3.56355E+00,1.16262E+00,6.31820E-01,1.78842E-01
1955,1.24882E+01,3.56194E+00,1.16203E+00,6.31528E-01,1.78751E-01
1956,1.24835E+01,3.56034E+00,1.16143E+00,6.31236E-01,1.78660E-01
1957,1.24787E+01,3.55873E+00,1.16084E+00,6.30944E-01,1.78569E-01
1958,1.24740E+01,3.55713E+00,1.16024E+00,6.30653E-01,1.78478E-01
1959,1.24693E+01,3.55553E+00,1.15965E+00,6.30361E-01,1.78387E-01
1960,1.24646E+01,3.55394E+00,1.15906E+00,6.30071E-01,1.78296E-01
1961,1.24599E+01,3.55234E+00,1.15846E+00,6.29780E-01,1.78205E-01
1962,1.24552E+01,3.55074E+00,1.15787E+00,6.29490E-01,1.78114E-01
1963,1.24505E+01,3.54915E+00,1.15728E+00,6.29200E-01,1.78024E-01
1964,1.24458E+01,3.54756E+00,1.15669E+00,6.28911E-01,1.77933E-01
1965,1.24411E+01,3.54597E+00,1.15610E+00,6.28621E-01,1.77843E-01
1966,1.24365E+01,3.54438E+00,1.15551E+00,6.28332E-01,1.77752E-01
1967,1.24318E+01,3.54279E+00,1.15492E+00,6.28044E-01,1.77662E-01
1968,1.24271E+01,3.54121E+00,1.15433E+00,6.27756E-01,1.77572E-01
1969,1.24225E+01,3.53962E+00,1.15375E+00,6.27468E-01,1.77482E-01
1970,1.24179E+01,3.53804E+00,1.15316E+00,6.27180E-01,1.77391E-01
1971,1.24132E+01,3.53646E+00,1.15257E+00,6.26893E-01,1.77301E-01
1972,1.24086E+01,3.53488E+00,1.15199E+00,6.26606E-01,1.77211E-01
1973,1.24040E+01,3.53330E+00,1.15140E+00,6.26319E-01,1.77121E-01
1974,1.23994E+01,3.53172E+00,1.15082E+00,6.26033E-01,1.77032E-01
1975,1.23948E+01,3.53015E+00,1.15023E+00,6.25746E-01,1.76942E-01
1976,1.23902E+01,3.52857E+00,1.14965E+00,6.25461E-01,1.76852E-01
1977,1.23856E+01,3.52700E+00,1.14906E+00,6.25175E-01,1.76763E-01
1978,1.23810E+01,3.52543E+00,1.14848E+00,6.24890E-01,1.76673E-01
1979,1.23764E+01,3.52386E+00,1.14790E+00,6.24605E-01,1.76584E-01
1980,1.23719E+01,3.52229E+00,1.14732E+00,6.24321E-01,1.76494E-01
1981,1.23673E+01,3.52072E+00,1.14674E+00,6.24037E-01,1.76405E-01
1982,1.23627E+01,3.51916E+00,1.14616E+00,6.23753E-01,1.76316E-01
1983,1.23582E+01,3.51760E+00,1.14558E+00,6.23469E-01,1.76226E-01
1984,1.23536E+01,3.51603E+00,1.14500E+00,6.23186E-01,1.76137E-01
1985,1.23491E+01,3.51447E+00,1.14442E+00,6.22903E-01,1.76048E-01
1986,1.23446E+01,3.51291E+00,1.14384E+00,6.22621E-01,1.75959E-01
1987,1.23401E+01,3.51136E+00,1.14326E+00,6.22338E-01,1.75870E-01
1988,1.23356E+01,3.50980E+00,1.14268E+00,6.22056E-01,1.75782E-01
1989,1.23311E+01,3.50825E+00,1.14211E+00,6.21775E-01,1.75693E-01
1990,1.23266E+01,3.50669E+00,1.14153E+00,6.21493E-01,1.75604E-01
1991,1.23221E+01,3.50514E+00,1.14096E+00,6.21212E-01,1.75516E-01
1992,1.23176E+01,3.50359E+00,1.14038E+00,6.20931E-01,1.75427E-01
1993,1.23131E+01,3.50204E+00,1.13981E+00,6.20651E-01,1.75339E-01
1994,1.23086E+01,3.50049E+00,1.13923E+00,6.20371E-01,1.75250E-01
1995,1.23042E+01,3.49895E+00,1.13866E+00,6.20091E-01,1.75162E-01
1996,1.22997E+01,3.49740E+00,1.13809E+00,6.19812E-01,1.75074E-01
1997,1.22953E+01,3.49586E+00,1.13751E+00,6.19532E-01,1.74985E-01
1998,1.22908E+01,3.49432E+00,1.13694E+00,6.19253E-01,1.74897E-01
1999,1.22864E+01,3.49278E+00,1.13637E+00,6.18975E-01,1.74809E-01
2000,1.22820E+01,3.49124E+00,1.13580E+00,6.18697E-01,1.74721E-01
2001,1.22775E+01,3.48970E+00,1.13523E+00,6.18419E-01,1.74633E-01
2002,1.22731E+01,3.48817E+00,1.13466E+00,6.18141E-01,1.74546E-01
2003,1.22687E+01,3.48663E+00,1.13409E+00,6.17863E-01,1.74458E-01
2004,1.22643E+01,3.48510E+00,1.13352E+00,6.17586E-01,1.74370E-01
2005,1.22599E+01,3.48357E+00,1.13295E+00,6.17310E-01,1.74282E-01
2006,1.22555E+01,3.48204E+00,1.13239E+00,6.17033E-01,1.74195E-01
2007,1.22511E+01,3.48051E+00,1.13182E+00,6.16757E-01,1.74107E-01
2008,1.22468E+01,3.47898E+00,1.13125E+00,6.16481E-01,1.74020E-01
2009,1.22424E+01,3.47745E+00,1.13069E+00,6.16206E-01,1.73933E-01
2010,1.22380E+01,3.47593E+00,1.13012E+00,6.15930E-01,1.73845E-01
2011,1.22337E+01,3.47441E+00,1.12956E+00,6.15655E-01,1.73758E-01
2012,1.22293E+01,3.47289E+00,1.12899E+00,6.15381E-01,1.73671E-01
2013,1.22250E+01,3.47136E+00,1.12843E+00,6.15106E-01,1.73584E-01
2014,1.22207E+01,3.46985E+00,1.12787E+00,6.14832E-01,1.73497E-01
2015,1.22164E+01,3.46833E+00,1.12730E+00,6.14558E-01,1.73410E-01
2016,1.22120E+01,3.46681E+00,1.12674E+00,6.14285E-01,1.73323E-01
2017,1.22077E+01,3.46530E+00,1.12618E+00,6.14012E-01,1.73236E-01
2018,1.22034E+01,3.46378E+00,1.12562E+00,6.13739E-01,1.73150E-01
2019,1.21991E+01,3.46227E+00,1.12506E+00,6.13466E-01,1.73063E-01
2020,1.21948E+01,3.46076E+00,1.12450E+00,6.13194E-01,1.72976E-01
2021,1.21905E+01,3.45925E+00,1.12394E+00,6.12922E-01,1.72890E-01
2022,1.21863E+01,3.45774E+00,1.12338E+00,6.12650E-01,1.72803E-01
2023,1.21820E+01,3.45624E+00,1.12282E+00,6.12379E-01,1.72717E-01
2024,1.21777E+01,3.45473E+00,1.12226E+00,6.12108E-01,1.72631E-01
2025,1.21735E+01,3.45323E+00,1.12170E+00,6.11837E-01,1.72545E-01
2026,1.21692E+01,3.45173E+00,1.12115E+00,6.11567E-01,1.72458E-01
2027,1.21650E+01,3.45023E+00,1.12059E+00,6.11296E-01,1.72372E-01
2028,1.21607E+01,3.44873E+00,1.12004E+00,6.11027E-01,1.72286E-01
2029,1.21565E+01,3.44723E+00,1.11948E+00,6.10757E-01,1.72200E-01
2030,1.21523E+01,3.44573E+00,1.11893E+00,6.10488E-01,1.72114E-01
2031,1.21481E+01,3.44423E+00,1.11837E+00,6.10219E-01,1.72029E-01
2032,1.21439E+01,3.44274E+00,1.11782E+00,6.09950E-01,1.71943E-01
2033,1.21397E+01,3.44125E+00,1.11726E+00,6.09681E-01,1.71857E-01
2034,1.21355E+01,3.43976E+00,1.11671E+00,6.09413E-01,1.71771E-01
2035,1.21313E+01,3.43827E+00,1.11616E+00,6.09145E-01,1.71686E-01
2036,1.21271E+01,3.43678E+00,1.11561E+00,6.08878E-01,1.71600E-01
2037,1.21229E+01,3.43529E+00,1.11506E+00,6.08611E-01,1.71515E-01
2038,1.21187E+01,3.43380E+00,1.11450E+00,6.08344E-01,1.71430E-01
2039,1.21146E+01,3.43232E+00,1.11395E+00,6.08077E-01,1.71344E-01
2040,1.21104E+01,3.43084E+00,1.11340E+00,6.07811E-01,1.71259E-01
2041,1.21063E+01,3.42935E+00,1.11286E+00,6.07544E-01,1.71174E-01
2042,1.21021E+01,3.42787E+00,1.11231E+00,6.07279E-01,1.71089E-01
2043,1.20980E+01,3.42639E+00,1.11176E+00,6.07013E-01,1.71004E-01
2044,1.20938E+01,3.42492E+00,1.11121E+00,6.06748E-01,1.70919E-01
2045,1.20897E+01,3.42344E+00,1.11066E+00,6.06483E-01,1.70834E-01
2046,1.20856E+01,3.42196E+00,1.11012E+00,6.06218E-01,1.70749E-01
2047,1.20815E+01,3.42049E+00,1.10957E+00,6.05954E-01,1.70664E-01
2048,1.20774E+01,3.41902E+00,1.10903E+00,6.05690E-01,1.70580E-01
2049,1.20733E+01,3.41755E+00,1.10848E+00,6.05426E-01,1.70495E-01
2050,1.20692E+01,3.41608E+00,1.10794E+00,6.05162E-01,1.70410E-01
2051,1.20651E+01,3.41461E+00,1.10739E+00,6.04899E-01,1.70326E-01
2052,1.20610E+01,3.41314E+00,1.10685E+00,6.04636E-01,1.70241E-01
2053,1.20570E+01,3.41167E+00,1.10630E+00,6.04373E-01,1.70157E-01
2054,1.20529E+01,3.41021E+00,1.10576E+00,6.04111E-01,1.70073E-01
2055,1.20488E+01,3.40875E+00,1.10522E+00,6.03849E-01,1.69988E-01
2056,1.20448E+01,3.40728E+00,1.10468E+00,6.03587E-01,1.69904E-01
2057,1.20407E+01,3.40582E+00,1.10414E+00,6.03326E-01,1.69820E-01
2058,1.20367E+01,3.40436E+00,1.10360E+00,6.03064E-01,1.69736E-01
2059,1.20327E+01,3.40290E+00,1.10306E+00,6.02803E-01,1.69652E-01
2060,1.20286E+01,3.40145E+00,1.10252E+00,6.02543E-01,1.69568E-01
2061,1.20246E+01,3.39999E+00,1.10198E+00,6.02282E-01,1.69484E-01
2062,1.20206E+01,3.39854E+00,1.10144E+00,6.02022E-01,1.69401E-01
2063,1.20166E+01,3.39708E+00,1.10090E+00,6.01762E-01,1.69317E-01
2064,1.20126E+01,3.39563E+00,1.10036E+00,6.01503E-01,1.69233E-01
2065,1.20086E+01,3.39418E+00,1.09983E+00,6.01244E-01,1.69150E-01
2066,1.20046E+01,3.39273E+00,1.09929E+00,6.00985E-01,1.69066E-01
2067,1.20006E+01,3.39128E+00,1.09875E+00,6.00726E-01,1.68983E-01
2068,1.19967E+01,3.38984E+00,1.09822E+00,6.00467E-01,1.68899E-01
2069,1.19927E+01,3.38839E+00,1.09768E+00,6.00209E-01,1.68816E-01
2070,1.19887E+01,3.38695E+00,1.09715E+00,5.99951E-01,1.68733E-01
2071,1.19848E+01,3.38551E+00,1.09661E+00,5.99694E-01,1.68650E-01
2072,1.19808E+01,3.38406E+00,1.09608E+00,5.99436E-01,1.68566E-01
2073,1.19769E+01,3.38262E+00,1.09555E+00,5.99179E-01,1.68483E-01
2074,1.19730E+01,3.38118E+00,1.09501E+00,5.98923E-01,1.68400E-01
2075,1.19690E+01,3.37975E+00,1.09448E+00,5.98666E-01,1.68317E-01
2076,1.19651E+01,3.37831E+00,1.09395E+00,5.98410E-01,1.68234E-01
2077,1.19612E+01,3.37687E+00,1.09342E+00,5.98154E-01,1.68152E-01
2078,1.19573E+01,3.37544E+00,1.09289E+00,5.97898E-01,1.68069E-01
2079,1.19534E+01,3.37401E+00,1.09236E+00,5.97643E-01,1.67986E-01
2080,1.19495E+01,3.37258E+00,1.09183E+00,5.97388E-01,1.67904E-01
2081,1.19456E+01,3.37115E+00,1.09130E+00,5.97133E-01,1.67821E-01
2082,1.19417E+01,3.36972E+00,1.09077E+00,5.96878E-01,1.67739E-01
2083,1.19378E+01,3.36829E+00,1.09024E+00,5.96624E-01,1.67656E-01
2084,1.19339E+01,3.36686E+00,1.08971E+00,5.96370E-01,1.67574E-01
2085,1.19301E+01,3.36544E+00,1.08919E+00,5.96116E-01,1.67491E-01
2086,1.19262E+01,3.36401E+00,1.08866E+00,5.95863E-01,1.67409E-01
2087,1.19224E+01,3.36259E+00,1.08813E+00,5.95610E-01,1.67327E-01
2088,1.19185E+01,3.36117E+00,1.08761E+00,5.95357E-01,1.67245E-01
2089,1.19147E+01,3.35975E+00,1.08708E+00,5.95104E-01,1.67163E-01
2090,1.19108E+01,3.35833E+00,1.08656E+00,5.94852E-01,1.67081E-01
2091,1.19070E+01,3.35691E+00,1.08603E+00,5.94600E-01,1.66999E-01
2092,1.19032E+01,3.35550E+00,1.08551E+00,5.94348E-01,1.66917E-01
2093,1.18994E+01,3.35408E+00,1.08499E+00,5.94096E-01,1.66835E-01
2094,1.18956E+01,3.35267E+00,1.08446E+00,5.93845E-01,1.66753E-01
2095,1.18918E+01,3.35125E+00,1.08394E+00,5.93594E-01,1.66672E-01
2096,1.18880E+01,3.34984E+00,1.08342E+00,5.93343E-01,1.66590E-01
2097,1.18842E+01,3.34843E+00,1.08290E+00,5.93093E-01,1.66509E-01
2098,1.18804E+01,3.34702E+00,1.08238E+00,5.92843E-01,1.66427E-01
2099,1.18766E+01,3.34561E+00,1.08185E+00,5.92593E-01,1.66346E-01
2100,1.18728E+01,3.34421E+00,1.08133E+00,5.92343E-01,1.66264E-01
2101,1.18691E+01,3.34280E+00,1.08081E+00,5.92094E-01,1.66183E-01
2102,1.18653E+01,3.34140E+00,1.08030E+00,5.91845E-01,1.66102E-01
2103,1.18616E+01,3.33999E+00,1.07978E+00,5.91596E-01,1.66021E-01
2104,1.18578E+01,3.33859E+00,1.07926E+00,5.91347E-01,1.65939E-01
2105,1.18541E+01,3.33719E+00,1.07874E+00,5.91099E-01,1.65858E-01
2106,1.18503E+01,3.33579E+00,1.07822E+00,5.90851E-01,1.65777E-01
2107,1.18466E+01,3.33439E+00,1.07771E+00,5.90603E-01,1.65696E-01
2108,1.18429E+01,3.33300E+00,1.07719E+00,5.90355E-01,1.65616E-01
2109,1.18392E+01,3.33160E+00,1.07667E+00,5.90108E-01,1.65535E-01
2110,1.18355E+01,3.33021E+00,1.07616E+00,5.89861E-01,1.65454E-01
2111,1.18317E+01,3.32881E+00,1.07564E+00,5.89614E-01,1.65373E-01
2112,1.18280E+01,3.32742E+00,1.07513E+00,5.89368E-01,1.65293E-01
2113,1.18244E+01,3.32603E+00,1.07462E+00,5.89122E-01,1.65212E-01
2114,1.18207E+01,3.32464E+00,1.07410E+00,5.88876E-01,1.65132E-01
2115,1.18170E+01,3.32325E+00,1.07359E+00,5.88630E-01,1.65051E-01
2116,1.18133E+01,3.32186E+00,1.07308E+00,5.88385E-01,1.64971E-01
2117,1.18096E+01,3.32048E+00,1.07256E+00,5.88139E-01,1.64891E-01
2118,1.18060E+01,3.31909E+00,1.07205E+00,5.87895E-01,1.64810E-01
2119,1.18023E+01,3.31771E+00,1.07154E+00,5.87650E-01,1.64730E-01
2120,1.17987E+01,3.31632E+00,1.07103E+00,5.87406E-01,1.64650E-01
2121,1.17950E+01,3.31494E+00,1.07052E+00,5.87161E-01,1.64570E-01
2122,1.17914E+01,3.31356E+00,1.07001E+00,5.86918E-01,1.64490E-01
2123,1.17878E+01,3.31218E+00,1.06950E+00,5.86674E-01,1.64410E-01
2124,1.17841E+01,3.31080E+00,1.06899E+00,5.86431E-01,1.64330E-01
2125,1.17805E+01,3.30943E+00,1.06848E+00,5.86188E-01,1.64250E-01
2126,1.17769E+01,3.30805E+00,1.06798E+00,5.85945E-01,1.64170E-01
2127,1.17733E+01,3.30668E+00,1.06747E+00,5.85702E-01,1.64091E-01
2128,1.17697E+01,3.30530E+00,1.06696E+00,5.85460E-01,1.64011E-01
2129,1.17661E+01,3.30393E+00,1.06645E+00,5.85218E-01,1.63931E-01
2130,1.17625E+01,3.30256E+00,1.06595E+00,5.84976E-01,1.63852E-01
2131,1.17589E+01,3.30119E+00,1.06544E+00,5.84735E-01,1.63772E-01
2132,1.17554E+01,3.29982E+00,1.06494E+00,5.84493E-01,1.63693E-01
2133,1.17518E+01,3.29845E+00,1.06443E+00,5.84253E-01,1.63614E-01
2134,1.17482E+01,3.29709E+00,1.06393E+00,5.84012E-01,1.63534E-01
2135,1.17447E+01,3.29572E+00,1.06342E+00,5.83771E-01,1.63455E-01
2136,1.17411E+01,3.29436E+00,1.06292E+00,5.83531E-01,1.63376E-01
2137,1.17376E+01,3.29299E+00,1.06242E+00,5.83291E-01,1.63297E-01
2138,1.17340E+01,3.29163E+00,1.06192E+00,5.83051E-01,1.63218E-01
2139,1.17305E+01,3.29027E+00,1.06141E+00,5.82812E-01,1.63139E-01
2140,1.17270E+01,3.28891E+00,1.06091E+00,5.82573E-01,1.63060E-01
2141,1.17234E+01,3.28755E+00,1.06041E+00,5.82334E-01,1.62981E-01
2142,1.17199E+01,3.28619E+00,1.05991E+00,5.82095E-01,1.62902E-01
2143,1.17164E+01,3.28484E+00,1.05941E+00,5.81857E-01,1.62823E-01
2144,1.17129E+01,3.28348E+00,1.05891E+00,5.81619E-01,1.62745E-01
2145,1.17094E+01,3.28213E+00,1.05841E+00,5.81381E-01,1.62666E-01
2146,1.17059E+01,3.28078E+00,1.05791E+00,5.81143E-01,1.62587E-01
2147,1.17024E+01,3.27942E+00,1.05741E+00,5.80906E-01,1.62509E-01
2148,1.16989E+01,3.27807E+00,1.05692E+00,5.80668E-01,1.62430E-01
2149,1.16955E+01,3.27672E+00,1.05642E+00,5.80432E-01,1.62352E-01
2150,1.16920E+01,3.27538E+00,1.05592E+00,5.80195E-01,1.62274E-01
